review,sentiment,cleaned_review
"Since this cartoon was made in the old days, Felix talks using cartoon bubbles and the animation style is very crude when compared to today. However, compared to its contemporaries, it's a pretty good cartoon and still holds up well. That's because despite its age, the cartoon is very creative and funny.<br /><br />Felix meets a guy whose shoe business is folding because he can't sell any shoes. Well, Felix needs money so he can go to Hollywood, so he tells the guy at the shop he'll get every shoe sold. Felix spreads chewing gum all over town and soon people are stuck and leave their shoes--rushing to buy new ones from the shoe store. In gratitude, the guy gives Felix $500! However, Felix's owner wants to take the money and go alone, so Felix figures out a way to sneak along.<br /><br />Once there, Felix barges into a studio and makes a bit of a nuisance of himself. Along the way, he meets cartoon versions of comics Ben Turpin and Charlie Chaplin. In the end, though, through luck, Felix is discovered and offered a movie contract. Hurray!",1,sinc cartoon made old day felix talk use cartoon bubbl anim style crude compar today howev compar contemporari pretti good cartoon still hold well despit age cartoon creativ funni felix meet guy whose shoe busi fold sell shoe well felix need money go hollywood tell guy shop get everi shoe sold felix spread chew gum town soon peopl stuck leav shoe rush buy new one shoe store gratitud guy give felix howev felix owner want take money go alon felix figur way sneak along felix barg studio make bit nuisanc along way meet cartoon version comic ben turpin charli chaplin end though luck felix discov offer movi contract hurray
"Despite the title and unlike some other stories about love and war, this film isn't too sticky and pink, because love is as a rose: With thorns, that is. The four leading actors set their characters realistic and with a good sense and balance between the tragic and the down-to-earth. <br /><br />The music and lyrics of the cabaret/chanson-esquire songs (sung b Keira Knightley herself) drag the viewer deeper and deeper in the film, from one place to another, between the brutal war and amongst the peaceful love. Some people may find it too much a biopic, but it ís mostly a romantic story, even though it consequently follows the life of Dylan Thomas and the triangular relationship which is steeped by joy and jealousy. <br /><br />London gets visualized from another angle for once, the bohemian life of Dylan during the bombings of the Germans is set in a floating atmosphere of small bedrooms, pubs and bars. The independent women, the soldier and the charismatic poet are constantly swept in both feelings of love and anger. <br /><br />Maybe the end is too twisted and hangs somewhat loosely to the rest of the film, but all in all this is a great romantic story.",1,despit titl unlik stori love war film sticki pink love rose thorn four lead actor set charact realist good sens balanc tragic earth music lyric cabaret chanson esquir song sung b keira knightley drag viewer deeper deeper film one place anoth brutal war amongst peac love peopl may find much biopic mostli romant stori even though consequ follow life dylan thoma triangular relationship steep joy jealousi london get visual anoth angl bohemian life dylan bomb german set float atmospher small bedroom pub bar independ women soldier charismat poet constantli swept feel love anger mayb end twist hang somewhat loos rest film great romant stori
"Felix in Hollywood is a great film. The version I viewed was very well restored, which is sometimes a problem with these silent era animated films. It has some of Hollywood's most famous stars making cameo animated appearances. A must for any silent film or animation enthusiast.",1,felix hollywood great film version view well restor sometim problem silent era anim film hollywood famou star make cameo anim appear must silent film anim enthusiast
"A gem of a cartoon from the silent era---it was re-discovered by CARTOON NETWORK, and was broadcast for likely the first time in decades, if ever.<br /><br />What makes this so enjoyable are the varied cameos...Douglas Fairbanks is attacked by giant mosquitos; Will Hays pays a visit as 'boss' of Static Studios; as well as appearances by Chaplin, Keaton, and William S. Hart. The image of chewing gum decimating the shoes of the populace (a money-making idea for Felix's near-bankrupt shoe-=salesman boss) cannot be described--it must be viewed. A terrific cultural gem.",1,gem cartoon silent era discov cartoon network broadcast like first time decad ever make enjoy vari cameo dougla fairbank attack giant mosquito hay pay visit boss static studio well appear chaplin keaton william hart imag chew gum decim shoe populac money make idea felix near bankrupt shoe salesman boss cannot describ must view terrif cultur gem
"This short is one of the best of all time and is proof (just like most of Charlie Chaplin's work) that sound and color are not requirements for quality work. In fact, this cartoon uses (and may have started) some of the gags and devices that became standard in animation in later years, like caricatures of celebrities (including the afore-mentioned Chaplin. While the characters are silent, they do ""speak"", by use of word balloons, just like in the comics. Given that Felix started out in newspapers as a comic strip, this device is a natural. The atmosphere and style of the short is completely harmonious with that of the comic strip while adding another dimension (literally and figuratively) and makes this short a delight to watch. Well worth taking the time and effort to get. Most highly recommended.",1,short one best time proof like charli chaplin work sound color not requir qualiti work fact cartoon use may start gag devic becam standard anim later year like caricatur celebr includ afor mention chaplin charact silent speak use word balloon like comic given felix start newspap comic strip devic natur atmospher style short complet harmoni comic strip ad anoth dimens liter figur make short delight watch well worth take time effort get highli recommend
"Felix is watching an actor rehearse his lines: ""A ham, A ham! My kingdom for a ham sandwich!!!"" The dramatic guy that tells Felix he'll ""have to sacrifice my art and go into the movies."" He's in tears. Felix just looks at him like he's nuts, and shrugs his shoulders. The old guy tells Felix to ""go ye forth"" and find money to finance a trip to Hollywood. Felix thinks, ""How does he expect me to get the money?""<br /><br />In minutes, of course (this is a cartoon), he spots a shoe business owner putting up a ""bankrupt"" sale on his store. Felix comes up with a plan to bail him out and the man promises the cat $500 if it works.<br /><br />Well, it does but the man wants to go alone and leave Felix at home. In an outrageous scene, Felix transforms himself into a briefcase and that's how he gets to Hollywood, transforming himself back to cat when they get there.<br /><br />We then witness Felix's attempts at getting into show business. His audition scenes are very funny, especially with his imitation of Charlie Chaplin. In addition there are caricatures of some famous silent film stars and executives. In all, quite a bit of material is in this 9.5- minute cartoon. It's amazing how much more you can get in an extra 2.5 minutes, assuming most animated shorts are seven minutes in length.<br /><br />At any rate, there were a number of laughs in here and more zany things you could only see in a cartoon, like Felix have a sword duel with giant mosquitoes! Crazy stuff.",1,felix watch actor rehears line ham ham kingdom ham sandwich dramat guy tell felix sacrific art go movi tear felix look like nut shrug shoulder old guy tell felix go ye forth find money financ trip hollywood felix think expect get money minut cours cartoon spot shoe busi owner put bankrupt sale store felix come plan bail man promis cat work well man want go alon leav felix home outrag scene felix transform briefcas get hollywood transform back cat get wit felix attempt get show busi audit scene funni especi imit charli chaplin addit caricatur famou silent film star execut quit bit materi minut cartoon amaz much get extra minut assum anim short seven minut length rate number laugh zani thing could see cartoon like felix sword duel giant mosquito crazi stuff
"While I can't say whether or not Larry Hama ever saw any of the old cartoons, I would think that writing said cartoons, file cards, and some of the comics would count for something.<br /><br />For fans of the old cartoon, this is pretty much a continuation of the same, except with a few new characters - and a more insane Cobra Commander.<br /><br />We still have all the old favorites too, but on a personal note, one thing that always irritated me was this ""Duke in charge"" stuff, when there are tons of other *officers* around instead.<br /><br />The battle sequences are similar to the old series as well; the main trick here seems to be the CGI. It's overall pretty good, if not a little over-the-top.",1,say whether not larri hama ever saw old cartoon would think write said cartoon file card comic would count someth fan old cartoon pretti much continu except new charact insan cobra command still old favorit person note one thing alway irrit duke charg stuff ton offic around instead battl sequenc similar old seri well main trick seem cgi overal pretti good not littl top
"Errol Flynn's roguish charm really shines through in this entertaining and exciting, but historically bankrupt biopic of the famous (and some would say infamous) General Custer, that follows his career from his first day at West Point, through the Civil War and out west to the battle at The Little Big Horn, all the while butting heads with rival Arthur Kennedy and romancing pretty Olivia de Havilland.<br /><br />Some might say that Flynn, who delivers a great, flamboyant performance as the general, is basically playing himself playing Custer!<br /><br />A lavish production (that should have been in Technicolor) well directed by Raoul Walsh, They Died With Their Boots On features some truly well-staged battle sequences. Also, it's a real treat to see Anthony Quinn playing Crazy Horse.<br /><br />The previous year, Flynn played Jeb Stuart opposite Ronald Reagan's George Custer in Santa Fe Trail (also with de Havilland), another action-packed Warner Brothers production designed to make you fail history class!",1,errol flynn roguish charm realli shine entertain excit histor bankrupt biopic famou would say infam gener custer follow career first day west point civil war west battl littl big horn but head rival arthur kennedi romanc pretti olivia de havilland might say flynn deliv great flamboy perform gener basic play play custer lavish product technicolor well direct raoul walsh die boot featur truli well stage battl sequenc also real treat see anthoni quinn play crazi hors previou year flynn play jeb stuart opposit ronald reagan georg custer santa fe trail also de havilland anoth action pack warner brother product design make fail histori class
"Warner Brothers tampered considerably with American history in ""Big Trail"" director Raoul Walsh's first-rate western ""They Died with Their Boots On,"" a somewhat inaccurate but wholly exhilarating biography of cavalry officer George Armstrong Custer. The film chronicles Custer from the moment that he arrives at West Point Academy until the Indians massacre him at the Little Big Horn. This is one of Errol Flynn's signature roles and one of Raoul Walsh's greatest epics. Walsh and Flynn teamed in quite often afterward, and ""They Died with Their Boots On"" reunited Olivia de Havilland as Flynn's romantic interest for the last time. They appeared as a couple in seven previous films. This 140-minute, black & white oater is nothing short of brilliant with dynamic action sequences, humorous romantic scenes, and stern dramatic confrontations between our hero and his adversaries. One of the notorious errors involves Colonel Philip Sheridan who is shown as the commandant at West Point before the Civil War. Indeed, Sheridan was a lieutenant at this point. In fact, the commandant was Robert E. Lee as the earlier Flynn film ""Santa Fe Trail"" showed. Another historical lapse concerns Lieutenant General Whitfield Scott; Scott was not the commander of Union troops throughout the Civil War. Warner Brothers presented Custer as a drinker (probably because Flynn had a reputation for drinking), but in real life Custer neither drank nor smoked. Nevertheless, these as well as other historical goofs do not detract from a truly splendid film.<br /><br />""They Died with Their Boots On"" opens with Custer riding into West Point Military Academy arrayed in a fancy dress uniform with an African-American carrying his luggage and tending his dogs. After the sergeant of the guard realizes that he has turned out a honor guard for a future plebe instead of a high-ranking foreign general, the sergeant turns Custer over to a ranking cadet Ned Sharp (Arthur Kennedy of ""City for Conquest"") to take charge of him. Sharp plays a practical job on Custer by installing him in the quarters of Major Romulus Taipe (Stanley Ridges of ""Task Force"") who promptly runs Custer out. Naturally, the volatile Custer attacks Sharp in a public brawl. General Phil Sheridan (John Litel of ""The Sons of Katie Elder"") is prepared to dismiss Custer from West Point for conduct unbecoming. As it turns out, Sheridan cannot expel Custer because Custer has not enrolled. Once he enrolls, Custer establishes a mediocre academic reputation with alacrity to fight and accumulate demerits galore. When the American Civil War erupts, West Point graduates cadets who have not completed their education and rushes them into combat. One of the last cadets hustled off to war is Custer. Avid as he is to get into the fight, Custer encounters his future wife, Elizabeth 'Libby' Bacon (Olivia de Havilland of ""Santa Fe Trail""), and they pledge themselves to each other, despite Mr. Bacon (Gene Lockhart of ""Carousel"") who detests the sight of Custer. It seems that Bacon ran across Custer at a saloon and insulted one of Custer's friends and our hero reprimanded Bacon.<br /><br />Meanwhile, back in Washington, Custer desperately seeks a transfer to a regiment, but Major Taipe has him cooling his heels. Custer befriends rotund Lieutenant General Winfield Scott (Sidney Greenstreet of ""The Maltese Falcon"") and they share an appetite for creamed Bermuda onions that becomes one of Custer's characteristics. Not only does Scott see to it that Taipe assigns Custer to the Second Cavalry, but also Custer appropriates Taipe's horse to get to his command. During the Battle of Bull Run, 21 July 1861, Custer disobeys orders from none other than Sharp, strikes his superior officer and holds a bridge so the infantry can cross it. Wounded in the shoulder and sent to the hospital, Custer receives a medal rather than a court-martial. When Confederate General Jeb Stuart threatens the Union Army at the Battle of Gettysburg, in Pennsylvania, Scott is shocked by the chance that the South may triumph. When a brigadier general cannot be found, Scott goads Taipe into promoting the first available officer. A mistake is made and Custer is promoted. Incredulous at first, Custer embraces the moment and cracks Stuart's advance. After the war, Custer idles down and starts boozing it up with the boys at the local saloons. Sharp shows up as a crooked railroad promoter and with his father they try to enlist Custer to serve as the president of their railway so that they can obtain funds. Eventually, Libby intercedes on his behalf with General Sheridan, who was in command of the army, and gets him back on active duty as the commander of the 7th Cavalry. When he takes command, Custer finds the 7th cavalry a drunken lot and is not surprised that Sharp commands the liquor at the fort. Meanwhile, Custer has his first run in with Crazy Horse (Anthony Quinn of ""The Guns of Navarone"") and takes him into custody. Of course, Crazy Horse escapes, becomes Custer's adversary, and they fight.<br /><br />Once Custer has quelled Crazy Horse and the Indians, Sharp with Taipe as a government agent conspire to destroy a peace treaty with the Sioux and other Indian nations. They also see to it that Custer is brought up on charges for striking Taipe in a saloon brawl. On his way to Washington, Custer discovers the perfidy of Sharp and Taipe who have drummed up a gold strike in the sacred Black Hills. Settlers rampage in and the Indians hit the warpath. Custer sacrifices himself and his 600 men at the Little Big Horn in a slam-bang showdown against 6000 redskins. ""Stagecoach"" lenser Bert Glennon captures both the grit and the glory. The long shot of the 7th Cavalry leaving the fort at dawn is spectacular. As an added premonition of Custer's imminent demise, Libby faints after he leaves their quarters for the Little Big Horn. ""They Died with Their Boots On"" benefits from a top-notch Max Steiner score that incorporates the regimental tune ""Gary Owen.""",1,warner brother tamper consider american histori big trail director raoul walsh first rate western die boot somewhat inaccur wholli exhilar biographi cavalri offic georg armstrong custer film chronicl custer moment arriv west point academi indian massacr littl big horn one errol flynn signatur role one raoul walsh greatest epic walsh flynn team quit often afterward die boot reunit olivia de havilland flynn romant interest last time appear coupl seven previou film minut black white oater noth short brilliant dynam action sequenc humor romant scene stern dramat confront hero adversari one notori error involv colonel philip sheridan shown command west point civil war inde sheridan lieuten point fact command robert e lee earlier flynn film santa fe trail show anoth histor laps concern lieuten gener whitfield scott scott not command union troop throughout civil war warner brother present custer drinker probabl flynn reput drink real life custer neither drank nor smoke nevertheless well histor goof not detract truli splendid film die boot open custer ride west point militari academi array fanci dress uniform african american carri luggag tend dog sergeant guard realiz turn honor guard futur plebe instead high rank foreign gener sergeant turn custer rank cadet ned sharp arthur kennedi citi conquest take charg sharp play practic job custer instal quarter major romulu taip stanley ridg task forc promptli run custer natur volatil custer attack sharp public brawl gener phil sheridan john litel son kati elder prepar dismiss custer west point conduct unbecom turn sheridan cannot expel custer custer not enrol enrol custer establish mediocr academ reput alacr fight accumul demerit galor american civil war erupt west point graduat cadet not complet educ rush combat one last cadet hustl war custer avid get fight custer encount futur wife elizabeth libbi bacon olivia de havilland santa fe trail pledg despit mr bacon gene lockhart carousel detest sight custer seem bacon ran across custer saloon insult one custer friend hero reprimand bacon meanwhil back washington custer desper seek transfer regiment major taip cool heel custer befriend rotund lieuten gener winfield scott sidney greenstreet maltes falcon share appetit cream bermuda onion becom one custer characterist not scott see taip assign custer second cavalri also custer appropri taip hors get command battl bull run juli custer disobey order none sharp strike superior offic hold bridg infantri cross wound shoulder sent hospit custer receiv medal rather court martial confeder gener jeb stuart threaten union armi battl gettysburg pennsylvania scott shock chanc south may triumph brigadi gener cannot found scott goad taip promot first avail offic mistak made custer promot incredul first custer embrac moment crack stuart advanc war custer idl start booz boy local saloon sharp show crook railroad promot father tri enlist custer serv presid railway obtain fund eventu libbi interced behalf gener sheridan command armi get back activ duti command th cavalri take command custer find th cavalri drunken lot not surpris sharp command liquor fort meanwhil custer first run crazi hors anthoni quinn gun navaron take custodi cours crazi hors escap becom custer adversari fight custer quell crazi hors indian sharp taip govern agent conspir destroy peac treati sioux indian nation also see custer brought charg strike taip saloon brawl way washington custer discov perfidi sharp taip drum gold strike sacr black hill settler rampag indian hit warpath custer sacrific men littl big horn slam bang showdown redskin stagecoach lenser bert glennon captur grit glori long shot th cavalri leav fort dawn spectacular ad premonit custer immin demis libbi faint leav quarter littl big horn die boot benefit top notch max steiner score incorpor regiment tune gari owen
"If you keep rigid historical perspective out of it, this film is actually quite entertaining. It's got action, adventure and romance, and one of the premiere casting match-ups of the era with Errol Flynn and Olivia de Havilland in the lead roles. As evident on this board, the picture doesn't pass muster with purists who look for one hundred percent accuracy in their story telling. To get beyond that, one need only put aside the history book, and enjoy the story as if it were a work of fiction. I know, I know, that's hard to do when you consider Custer's Last Stand at the Little Big Horn and it's prominence in the history of post Civil War America. So I guess there's an unresolved quandary with the picture, no matter how you look at it.<br /><br />There's a lot to take in here though for the picture's two hour plus run time. Custer's arrival at West Point is probably the first head scratcher, riding up as he does in full military regalia. The practical joke by Sharp (Arthur Kennedy) putting him up in the Major's headquarters probably should have gotten them both in trouble.<br /><br />Ironically, a lot of scenes in this military film play for comedy, as in Custer's first meeting with Libby Bacon, and subsequent encounters that include tea reader Callie (Hattie McDaniel). I hadn't noticed it before in other films, but McDaniel reminded me an awful lot of another favorite character actor of mine from the Forties, Mantan Moreland. So much so that in one scene it looked like it might have been Moreland hamming it up in a dress. With that in mind, the owl scene was a hoot too.<br /><br />As for Flynn, it's interesting to note that a year earlier, he portrayed J.E.B. Stuart opposite Ronald Reagan's depiction of General Custer in ""Santa Fe Trail"", both vying for the attention of none other than Olivia de Havilland. In that film, Reagan put none of the arrogance and flamboyance into the character of Custer that history remembers, while in Flynn's portrayal here it's more than evident. But it doesn't come close to that of Richard Mulligan's take on the military hero in 1970's ""Little Big Man"". Let's just say that one was a bit over the top.<br /><br />The better take away the picture had for me was the manner in which Custer persevered to maintain his good name and not gamble it away on a risky business venture. That and his loyalty to the men he led in battle along with the discipline he developed over the course of the story. Most poignant was that final confrontation with arch rival Sharp just before riding into the Little Big Horn, in which he declared that hell or glory was entirely dependent on one's point of view. Earlier, a similar remark might have given us the best insight of all into Custer's character, when he stated - ""You take glory with you when it's your time to go"".",1,keep rigid histor perspect film actual quit entertain got action adventur romanc one premier cast match up era errol flynn olivia de havilland lead role evid board pictur pass muster purist look one hundr percent accuraci stori tell get beyond one need put asid histori book enjoy stori work fiction know know hard consid custer last stand littl big horn promin histori post civil war america guess unresolv quandari pictur no matter look lot take though pictur two hour plu run time custer arriv west point probabl first head scratcher ride full militari regalia practic joke sharp arthur kennedi put major headquart probabl gotten troubl iron lot scene militari film play comedi custer first meet libbi bacon subsequ encount includ tea reader calli hatti mcdaniel notic film mcdaniel remind aw lot anoth favorit charact actor mine forti mantan moreland much one scene look like might moreland ham dress mind owl scene hoot flynn interest note year earlier portray j e b stuart opposit ronald reagan depict gener custer santa fe trail vy attent none olivia de havilland film reagan put none arrog flamboy charact custer histori rememb flynn portray evid come close richard mulligan take militari hero littl big man let say one bit top better take away pictur manner custer persev maintain good name not gambl away riski busi ventur loyalti men led battl along disciplin develop cours stori poignant final confront arch rival sharp ride littl big horn declar hell glori entir depend one point view earlier similar remark might given us best insight custer charact state take glori time go
"After working on 7 movies with director Mickael Curtiz (The Adventures of Robin Hood are their best achievement), Errol Flynn got tired of his dictatorial direction and decided to work with the great Raoul Walsh. This reunion is a happy thing for cinematography. THE DIED WITH THEIR BOOTS ON is their first and best film together. Raoul Walsh portrays the General George Armstrong Custer (Errol Flynn) from his debuts at West Point, to the Civil War and finally at the battle of Little Big Horn. It's true the film shows a too heroic portrait of Custer, but that's not important. What is important, is the fact that we are transported with the passion and glory carried by the characters. Who can forget California Joe, the great ""Queen's Own Buttler"" with his song ""Garryowen"", the touching Mrs Custer (Olivia de Havilland), the diabolic Sharp well played by Arthur Kennedy ?<br /><br />An eternal blow remains on this epic and tragic freso.",1,work movi director mickael curtiz adventur robin hood best achiev errol flynn got tire dictatori direct decid work great raoul walsh reunion happi thing cinematographi die boot first best film togeth raoul walsh portray gener georg armstrong custer errol flynn debut west point civil war final battl littl big horn true film show heroic portrait custer not import import fact transport passion glori carri charact forget california joe great queen buttler song garryowen touch mr custer olivia de havilland diabol sharp well play arthur kennedi etern blow remain epic tragic freso
"I first viewed ""They Died With There Boots On"",about 1970 and though it has been many years since,this film and its impression remain.the cast was good to excellent and the lead man was truly heroic.When I first saw this film I knew the wisest as well as the only real position to have was to enjoy this film as a rousing bit of entertainment and then some.I felt then as I even feel now that the Silver Screen does not as such provide for a true depiction of much of anything let alone The Life of George Armstrong Custer,however the Director Raoul Walsh was to contribute to the real value represented in this film when I watched a semi-documentary with other great directors like Vincent Mennelli wherein these central figures talked about there accomplishments with valuable comments providing a glimpse into the Hollywood mind set.This is what I considered something of interest and where all of this became terribly interesting and very enjoyable.Yet, there have been so much made of all the problems with the silver screen and its story telling ability that some of the enjoyment has been lost and perhaps you would find that to be true here as well.Custer ranked 34 in a graduating class of...34.Much has been made of Custer's final class ranking,but of the 68 cadets who entered the Military Academy with him in 1857,half of them had already flunked out or quit by graduation day,June 24,1861.It is suggested in the movie as the various instructors are determining if a soldier is fit for command and then they come upon the name of George Armstrong Custer and there is to be certain an exchange between the two sides and here is where the Sargeant on Duty says in almost a low tone even to suggest as if that came out by accident""His squadron would follow him to hell,""Your at attention Sargeant,reprimands Tape.If Iam not mistaken when Flynn shows up at a initial battlefield it acknowledged that Custer did not see action right away and indeed he was doing work as a reliable attaché to not only Sheridan,but Hancocks forces as well only to end up for a time with the Army of The Potomac under General George McClellan.There is some truth to the audacity attributed to Custers battlefield heroics as was illustrated when in a counterattack ,""young Custer spurred his horse to the lead and boldly plunged in among the stunned Confederates.As a lone Union Soldier surrounded by rebels,Custers audacity shone through.He accepted the surrender of several enemy soldiers,including a rebel captain.Yet most outstanding was that in this action he personally captured the very first Confederate battle flag taken by the Army of the Potomac.This notable act of courage marked him as an officer of great battlefield promise.""Robert L.Bateman-Armchair General.There is a problem here and that is the telling of the story and the truth as to George Armstrong Custer,the story is good Hollywood entertainment perhaps even great entertainment but for whatever reasons all that could be told was changed for entertainment purposes.Though this maybe jumping the gun it might be well to know that Tom Custer was to lose his life at the ""Little Big Horn"" only a few feet from where George Custer was to die as well.They were brothers and Tom Custer to this very day holds a honorable distinction of being amongst a very small group perhaps only 3 others to have been awarded the Medal of Honor twice in his military career.The list of engagements that the motion picture shows indicate that Custers indeed was an active young officer.He was not with Union forces at either Chancellorsville or for that matter Fredericksburg however he was with them at the Battle of Antietam and at that point in time he was actually promoted to Captain by General McClellan but that was not to last as McClellan was soon to be replaced due to the historical fact that The Army of The Potomac had the means,and the information(discovered wrapped around some cigars was General Lee's plans to split his forces)and yet he failed to act for some 17 hours.It can be speculated that the war could of been over then and there had that occurred but when McClellan failed to act President Lincoln replaced him permanently and the promotion was lost as a result. Custers greatest victory may of in fact come at Gettysburg,Pa.His forces which occupied an area called cemetery ridge at the field at Gettysburg in the summer of 1863 were able to defeat a Jeb Stuart Led Cavalry of some 6,000 rebels with but a force of 2,300.I Think the heroics at Gettysburg by Custer are worth some discussion.There is speculation had in the movie that Custers appointment was a blunder, well you better guess again because not only did Custer have men in his corner but he established a petition to present to the Governor of the State of Michigan which by the way was relatively new to the Union Cause and where preparing to form Cavalry regiments.Though Custer was severely admonished for that kind of shenanigan when he showed up in all that Gold Braid it was not by accident as you would be led to believe.The truth be told Custers defense at Gettysburg prohibited Jeb Stuart from having lunch at the Unions rear stores and vitally protected that flank.This action by the way occurred and it was timed to coincide with Picketts Charge so to make for the greatest likelihood of success.It was a critical victory and Custer was at his bravest and best.His men did follow him to hell and lived to tell about it.",1,first view die boot though mani year sinc film impress remain cast good excel lead man truli heroic first saw film knew wisest well real posit enjoy film rous bit entertain felt even feel silver screen not provid true depict much anyth let alon life georg armstrong custer howev director raoul walsh contribut real valu repres film watch semi documentari great director like vincent mennelli wherein central figur talk accomplish valuabl comment provid glimps hollywood mind set consid someth interest becam terribl interest enjoy yet much made problem silver screen stori tell abil enjoy lost perhap would find true well custer rank graduat class much made custer final class rank cadet enter militari academi half alreadi flunk quit graduat day june suggest movi variou instructor determin soldier fit command come upon name georg armstrong custer certain exchang two side sargeant duti say almost low tone even suggest came accid squadron would follow hell attent sargeant reprimand tape iam not mistaken flynn show initi battlefield acknowledg custer not see action right away inde work reliabl attach not sheridan hancock forc well end time armi potomac gener georg mcclellan truth audac attribut custer battlefield heroic illustr counterattack young custer spur hors lead boldli plung among stun confeder lone union soldier surround rebel custer audac shone accept surrend sever enemi soldier includ rebel captain yet outstand action person captur first confeder battl flag taken armi potomac notabl act courag mark offic great battlefield promis robert l bateman armchair gener problem tell stori truth georg armstrong custer stori good hollywood entertain perhap even great entertain whatev reason could told chang entertain purpos though mayb jump gun might well know tom custer lose life littl big horn feet georg custer die well brother tom custer day hold honor distinct amongst small group perhap other award medal honor twice militari career list engag motion pictur show indic custer inde activ young offic not union forc either chancellorsvil matter fredericksburg howev battl antietam point time actual promot captain gener mcclellan not last mcclellan soon replac due histor fact armi potomac mean inform discov wrap around cigar gener lee plan split forc yet fail act hour specul war could occur mcclellan fail act presid lincoln replac perman promot lost result custer greatest victori may fact come gettysburg pa forc occupi area call cemeteri ridg field gettysburg summer abl defeat jeb stuart led cavalri rebel forc think heroic gettysburg custer worth discuss specul movi custer appoint blunder well better guess not custer men corner establish petit present governor state michigan way rel new union caus prepar form cavalri regiment though custer sever admonish kind shenanigan show gold braid not accid would led believ truth told custer defens gettysburg prohibit jeb stuart lunch union rear store vital protect flank action way occur time coincid pickett charg make greatest likelihood success critic victori custer bravest best men follow hell live tell
"I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive.<br /><br />I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.<br /><br />*******SPOLIER ALERT******** I was also hoping that Dylan would have been killed by William when he had the chance! ****END SPOILER*****<br /><br />Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy.<br /><br />I am sure this production will be nominated for other awards.",1,fortun attend london premier film not fan british drama find deepli move charact bad choic made tear end film everi scene mesmer attent detail excel act quit impress would agre comment question women throw despic charact spolier alert also hope dylan would kill william chanc end spoiler keira knightley great job radiat beauti innoc screen sienna miller perform truli oscar worthi sure product nomin award
"I blame ""Birth of a Nation"" myself - for commencing the long-running tradition of Hollywood travesties of history, of which there can be few greater examples than this. Apart from getting the names of Custer and his 7th Cavalry, Crazy Horse and the Sioux and President Grant spelt right, the geography correct and the fact that Custer and his men were indeed wiped out to a man, the rest just takes hyperbole and invention to ludicrous limits. Throw in some downright hackneyed scenes of the purest exposition, (try Custer and his wife's learning of the phony ""Gold Rush"" to excuse the invasion of the Sioux territory, Custer's testimony in front of Congress pleading the rights of the Red Indians and to top it all, Custer's storming into the president's office to beg to return to his post), honestly there's plenty more of the same, some of these scenes almost comical in their corniness... ...And yet, and yet, it's still a great actioner with Flynn as dashing as ever, DeHavilland as beguiling as ever, the young Anthony Quinn getting a start as Crazy Horse and director Walsh as barnstorming as ever in his depiction of crowd scenes and of course the tumultuous action sequences. Ford taught us in ""Liberty Valance"" to believe the legend before the truth. Here I think we're closer to the legend of the legend but hey, it's only a movie and a rollicking, wonderfully enjoyable classic Hollywood movie at that!",1,blame birth nation commenc long run tradit hollywood travesti histori greater exampl apart get name custer th cavalri crazi hors sioux presid grant spelt right geographi correct fact custer men inde wipe man rest take hyperbol invent ludicr limit throw downright hackney scene purest exposit tri custer wife learn phoni gold rush excus invas sioux territori custer testimoni front congress plead right red indian top custer storm presid offic beg return post honestli plenti scene almost comic corni yet yet still great action flynn dash ever dehavilland beguil ever young anthoni quinn get start crazi hors director walsh barnstorm ever depict crowd scene cours tumultu action sequenc ford taught us liberti valanc believ legend truth think closer legend legend hey movi rollick wonder enjoy classic hollywood movi
